T06,"Ratio of girls to boys in primary, lower secondary and upper secondary education",,,,,
1,"Total, all countries or areas",2005,Ratio of girls to boys in upper secondary education,0.94,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
1,"Total, all countries or areas",2010,Ratio of girls to boys in upper secondary education,0.96,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
1,"Total, all countries or areas",2015,Ratio of girls to boys in upper secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
1,"Total, all countries or areas",2020,Ratio of girls to boys in upper secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
1,"Total, all countries or areas",2021,Ratio of girls to boys in upper secondary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
1,"Total, all countries or areas",2022,Ratio of girls to boys in upper secondary education,0.98,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,1995,Ratio of girls to boys in primary education,0.87,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2005,Ratio of girls to boys in primary education,0.93,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2010,Ratio of girls to boys in primary education,0.95,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2015,Ratio of girls to boys in primary education,0.96,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2020,Ratio of girls to boys in primary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2021,Ratio of girls to boys in primary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2022,Ratio of girls to boys in primary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,1995,Ratio of girls to boys in lower secondary education,0.84,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2005,Ratio of girls to boys in lower secondary education,0.94,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2010,Ratio of girls to boys in lower secondary education,0.93,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2015,Ratio of girls to boys in lower secondary education,0.95,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2020,Ratio of girls to boys in lower secondary education,0.95,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2021,Ratio of girls to boys in lower secondary education,0.95,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2022,Ratio of girls to boys in lower secondary education,0.95,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,1995,Ratio of girls to boys in upper secondary education,0.93,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2005,Ratio of girls to boys in upper secondary education,1.07,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2010,Ratio of girls to boys in upper secondary education,1.07,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2015,Ratio of girls to boys in upper secondary education,1.06,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2020,Ratio of girls to boys in upper secondary education,1.07,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2021,Ratio of girls to boys in upper secondary education,1.07,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
15,Northern Africa,2022,Ratio of girls to boys in upper secondary education,1.07,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,1995,Ratio of girls to boys in primary education,0.84,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2005,Ratio of girls to boys in primary education,0.88,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2010,Ratio of girls to boys in primary education,0.92,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in primary education,0.95,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2020,Ratio of girls to boys in primary education,0.96,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2021,Ratio of girls to boys in primary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2022,Ratio of girls to boys in primary education,0.97,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2005,Ratio of girls to boys in lower secondary education,0.79,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2010,Ratio of girls to boys in lower secondary education,0.84,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in lower secondary education,0.89,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2020,Ratio of girls to boys in lower secondary education,0.92,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2021,Ratio of girls to boys in lower secondary education,0.92,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2022,Ratio of girls to boys in lower secondary education,0.92,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2005,Ratio of girls to boys in upper secondary education,0.77,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2010,Ratio of girls to boys in upper secondary education,0.78,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in upper secondary education,0.80,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2020,Ratio of girls to boys in upper secondary education,0.87,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2021,Ratio of girls to boys in upper secondary education,0.88,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
202,Sub-Saharan Africa,2022,Ratio of girls to boys in upper secondary education,0.88,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,1995,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2005,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2010,Ratio of girls to boys in primary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2015,Ratio of girls to boys in primary education,1.00,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2020,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2021,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2022,Ratio of girls to boys in primary education,1.00,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,1995,Ratio of girls to boys in lower secondary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2005,Ratio of girls to boys in lower secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2010,Ratio of girls to boys in lower secondary education,0.98,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2015,Ratio of girls to boys in lower secondary education,1.00,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2020,Ratio of girls to boys in lower secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2021,Ratio of girls to boys in lower secondary education,1.00,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2022,Ratio of girls to boys in lower secondary education,1.00,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,1995,Ratio of girls to boys in upper secondary education,1.05,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2005,Ratio of girls to boys in upper secondary education,1.04,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2010,Ratio of girls to boys in upper secondary education,1.03,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2015,Ratio of girls to boys in upper secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2020,Ratio of girls to boys in upper secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2021,Ratio of girls to boys in upper secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
21,Northern America,2022,Ratio of girls to boys in upper secondary education,1.01,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,1995,Ratio of girls to boys in primary education,0.97,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in primary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in primary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in primary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2020,Ratio of girls to boys in primary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2021,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2022,Ratio of girls to boys in primary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in lower secondary education,1.04,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in lower secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in lower secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2020,Ratio of girls to boys in lower secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2021,Ratio of girls to boys in lower secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2022,Ratio of girls to boys in lower secondary education,1.03,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in upper secondary education,1.12,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in upper secondary education,1.14,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in upper secondary education,1.10,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2020,Ratio of girls to boys in upper secondary education,1.09,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2021,Ratio of girls to boys in upper secondary education,1.11,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
419,Latin America & the Caribbean,2022,Ratio of girls to boys in upper secondary education,1.10,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,1995,Ratio of girls to boys in primary education,0.96,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2005,Ratio of girls to boys in primary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2010,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2015,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2020,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2021,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2022,Ratio of girls to boys in primary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2005,Ratio of girls to boys in lower secondary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2010,Ratio of girls to boys in lower secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2015,Ratio of girls to boys in lower secondary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2020,Ratio of girls to boys in lower secondary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2021,Ratio of girls to boys in lower secondary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2005,Ratio of girls to boys in upper secondary education,0.98,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2010,Ratio of girls to boys in upper secondary education,1.00,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2015,Ratio of girls to boys in upper secondary education,1.00,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2020,Ratio of girls to boys in upper secondary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
143,Central Asia,2021,Ratio of girls to boys in upper secondary education,0.99,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,1995,Ratio of girls to boys in primary education,0.97,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2005,Ratio of girls to boys in primary education,1.01,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2010,Ratio of girls to boys in primary education,1.00,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2015,Ratio of girls to boys in primary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2020,Ratio of girls to boys in primary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2021,Ratio of girls to boys in primary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2022,Ratio of girls to boys in primary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,1995,Ratio of girls to boys in lower secondary education,0.89,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2005,Ratio of girls to boys in lower secondary education,1.00,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2010,Ratio of girls to boys in lower secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2015,Ratio of girls to boys in lower secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2020,Ratio of girls to boys in lower secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2021,Ratio of girls to boys in lower secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,2022,Ratio of girls to boys in lower secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
30,Eastern Asia,1995,Ratio of girls to boys in upper secondary education,0.88,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2024."
